"","company_category_code","funded_year","raised_amount_usd"
"41630","web",2010,12200000
"41631","network_hosting",2010,1.5e+07
"41632","security",2006,2e+07
"41633","software",2006,1.7e+07
"41634","mobile",2006,16770000
"41635","analytics",2010,5e+06
"41636","software",2007,3500000
"41637","software",2006,1e+07
"41638","semiconductor",2006,1e+07
"41639","software",2006,8800000
"41640","biotech",2008,1.54e+08
"41641","software",2006,6e+06
"41642","hardware",2006,4e+06
"41643","ecommerce",2010,1.4e+07
"41644","semiconductor",2006,26300000
"41645","semiconductor",2006,2e+07
"41646","semiconductor",2007,2e+07
"41647","mobile",2006,16250000
"41648","medical",2010,15600000
"41649","network_hosting",2006,1e+07
"41650","public_relations",2006,8500000
"41651","semiconductor",2010,7800000
"41652","hardware",2006,6e+06
"41653","security",2010,1900000
"41654","games_video",2006,1880000
"41655","medical",2010,6e+07
"41656","semiconductor",2010,5750000
"41657","biotech",2005,48300000
"41658","software",2005,6e+06
"41659","biotech",2010,4e+07
"41660","web",2008,4e+06
"41661","ecommerce",2005,4.5e+07
"41662","hardware",2010,4100000
"41663","public_relations",2005,1.5e+07
"41664","public_relations",2005,1e+07
"41665","public_relations",2005,1e+07
"41666","public_relations",2005,5750000
"41667","web",2007,8e+06
"41668","medical",2010,1.5e+07
"41669","network_hosting",2005,1e+07
"41670","semiconductor",2005,4e+07
"41671","semiconductor",2005,1.7e+07
"41672","software",2005,2.1e+07
"41673","semiconductor",2005,9e+06
"41674","software",2010,1e+07
"41675","software",2005,1e+07
"41676","software",2005,1e+07
"41677","software",2005,1e+07
"41678","software",2005,8300000
"41679","security",2010,12100000
"41680","search",2005,5250000
"41681","software",2005,5e+06
"41682","software",2005,2500000
"41683","cleantech",2010,1.5e+07
"41684","medical",2010,3e+07
"41685","enterprise",2010,2.5e+07
"41686","advertising",2010,1.7e+07
"41687","enterprise",2010,1.2e+07
"41688","enterprise",2010,5e+06
"41689","network_hosting",2011,4.8e+07
"41690","hardware",2011,NA
"41691","semiconductor",2011,5e+06
"41692","cleantech",2011,2e+07
"41693","enterprise",2011,1e+07
"41694","medical",2011,1.2e+07
"41695","enterprise",2011,1.5e+07
"41696","network_hosting",2011,8.1e+07
"41697","search",2011,3800000
"41698","fashion",2011,1.1e+07
"41699","medical",2011,2.2e+07
"41700","medical",2011,4.4e+07
"41701","search",2011,3e+07
"41702","analytics",2011,6e+06
"41703","advertising",2011,1.4e+07
"41704","mobile",2011,4200000
"41705","social",2012,1.4e+07
"41706","enterprise",2012,8.5e+07
"41707","medical",2012,2.6e+07
"41708","software",2012,NA
"41709","medical",2012,1e+08
"41710","security",2012,6250000
"41711","cleantech",2012,11750000
"41712","medical",2012,2.6e+07
"41713","mobile",2012,2.3e+07
"41714","search",2012,2e+07
"41715","medical",2012,2.5e+07
"41716","network_hosting",2012,10700000
"41717","enterprise",2012,18500000
"41718","enterprise",2012,1.6e+07
"41719","mobile",2012,23500000
"41720","games_video",2009,3e+06
"41721","mobile",2012,2400000
"41722","medical",2012,1.5e+07
"41723","security",2012,5250000
"41724","mobile",2012,4300000
"41725","hardware",2012,2.2e+07
"41726","enterprise",2013,3.5e+07
"41727","enterprise",2013,1.5e+07
"41728","ecommerce",2013,1.1e+08
"41729","medical",2013,3e+07
"41730","health",2013,4700000
"41731","enterprise",2013,1.3e+07
"41732","analytics",2013,1.8e+07
"41733","enterprise",2013,16500000
"41734","photo_video",2013,7e+06
"41735","mobile",2013,6750000
"41736","advertising",2013,8e+06
"41737","biotech",2013,4.5e+07
"41738","software",2004,8e+06
"41739","advertising",2013,1.1e+07
"41740","nanotech",2003,5e+06
"41741","analytics",2012,1.8e+07
"41742","software",2013,8e+06
"41743","mobile",2013,4.5e+07
"41744","medical",2013,3400000
"41745","biotech",2010,1.5e+07
"41746","games_video",2010,NA
"41747","cleantech",2007,8e+06
"41748","software",2005,11700000
"41749","photo_video",2011,3000
"41750","photo_video",2011,1000
"41751","health",2013,8250000
"41752","mobile",2006,1e+07
"41753","hardware",2005,10860000
"41754","manufacturing",2011,3600000
"41755","hospitality",2011,1500000
"41756","web",2012,5e+05
"41757","web",2011,650000
"41758","legal",2011,1e+06
"41759","legal",2011,1e+06
"41760","hospitality",2011,8e+05
"41761","software",2012,6300000
"41762","enterprise",2011,NA
"41763",NA,2013,2e+06
"41764","enterprise",2012,1200000
"41765","analytics",2012,1500000
"41766","software",2012,2e+06
"41767","consulting",2004,3e+07
"41768","biotech",2013,39300000
"41769","analytics",2011,9e+05
"41770","enterprise",2007,1.8e+07
"41771","web",2008,5e+06
"41772","enterprise",2005,7e+06
"41773","enterprise",2006,2e+07
"41774","software",2006,13500000
"41775","enterprise",2008,1.6e+07
"41776","software",2008,1.6e+07
"41777","advertising",2008,1.5e+07
"41778","mobile",2008,2.6e+07
"41779","mobile",2006,2.2e+07
"41780","software",2008,8e+06
"41781","enterprise",2006,1.5e+07
"41782","enterprise",2007,1.6e+07
"41783","software",2009,5e+06
"41784","sports",2009,8e+06
"41785","games_video",2009,8e+06
"41786","software",2009,8e+06
"41787","hardware",2009,15500000
"41788","enterprise",2009,5e+06
"41789","enterprise",2009,8e+06
"41790","games_video",2008,4250000
"41791","software",2008,11600000
"41792","software",2008,NA
"41793","enterprise",2009,8e+06
"41794","biotech",2009,7500000
"41795","advertising",2008,1.2e+07
"41796","hardware",2007,2.2e+07
"41797","web",2007,1.5e+07
"41798","enterprise",2007,1.2e+07
"41799","hardware",2007,1.2e+07
"41800","software",2007,8700000
"41801","manufacturing",2007,3200000
"41802","software",2006,8e+06
"41803","web",2006,7500000
"41804","software",2006,7300000
"41805","software",2005,9250000
"41806","enterprise",2010,7500000
"41807","sports",2010,1300000
"41808","enterprise",2010,1035000
"41809","enterprise",2005,2.5e+07
"41810","software",2005,1e+07
"41811","software",2005,7e+06
"41812","software",2005,5e+06
"41813","software",2010,1100000
"41814","enterprise",2010,1e+07
"41815","software",2011,1.5e+07
"41816","enterprise",2011,1.1e+07
"41817","analytics",2012,NA
"41818","mobile",2011,2e+07
"41819","network_hosting",2011,2900000
"41820","enterprise",2011,2.5e+07
"41821","mobile",2011,4200000
"41822","enterprise",2012,2.5e+07
"41823","advertising",2012,10500000
"41824","mobile",2012,27500000
"41825","analytics",2010,1300000
"41826","enterprise",2011,1e+06
"41827","enterprise",2012,24500000
"41828","enterprise",2012,2300000
"41829","software",2013,1200000
"41830","advertising",2013,1500000
"41831","analytics",2013,3600000
"41832","software",2013,3800000
"41833","mobile",2013,6750000
"41834","software",2005,9e+06
"41835","advertising",2013,6e+07
"41836","enterprise",2013,3.1e+07
"41837","games_video",2007,2.5e+07
"41838","software",2013,1100000
"41839","software",2011,2.5e+08
"41840","web",2012,8.5e+07
"41841","social",2013,2e+08
"41842","enterprise",2013,4e+06
"41843","enterprise",2009,1.2e+07
"41844","security",2009,2e+06
"41845","semiconductor",2007,1.8e+07
"41846","semiconductor",2007,6220000
"41847","biotech",2011,15700000
"41848","education",2013,2e+06
"41849","automotive",2006,4e+07
"41850","automotive",2007,4.5e+07
"41851","automotive",2005,1.3e+07
"41852","cleantech",2012,8.1e+07
"41853",NA,2007,19500000
"41854","biotech",2005,32500000
"41855","software",2007,22500000
"41856","software",2008,1040000
"41857","biotech",2007,3300000
"41858","advertising",2009,4e+06
"41859","mobile",2011,6e+06
"41860","software",2013,1200000
"41861","mobile",2013,5e+06
"41862","software",2013,3e+06
"41863","software",2013,1100000
"41864","cleantech",2011,29500000
"41865","ecommerce",1999,1.6e+07
"41866","ecommerce",1999,3e+07
"41867","web",2000,5.5e+07
"41868","cleantech",2008,4.5e+07
"41869","medical",2009,3.5e+07
"41870","mobile",2007,1e+07
"41871","medical",2010,2800000
"41872",NA,2006,5800000
"41873","enterprise",2006,5e+06
"41874",NA,2006,2e+07
"41875","mobile",2006,7e+06
"41876","network_hosting",2005,1e+07
"41877","hardware",2005,18400000
"41878","mobile",2005,2800000
"41879","medical",2011,2.5e+07
"41880","medical",2006,1.4e+07
"41881","web",2006,7e+06
"41882","public_relations",2005,6e+07
"41883","network_hosting",2007,6e+06
"41884","web",2007,4500000
"41885","automotive",2006,4e+07
"41886","automotive",2007,4.5e+07
"41887","other",2004,1e+07
"41888","other",2006,12400000
"41889","news",2006,51068
"41890","mobile",2008,2.8e+07
"41891","web",2008,2.4e+07
"41892","enterprise",2008,1.8e+07
"41893","hardware",2009,11100000
"41894","messaging",2007,4500000
"41895","manufacturing",2008,3e+07
"41896","cleantech",2008,1.15e+08
"41897","games_video",2004,1.3e+07
"41898","software",2009,3e+07
"41899","cleantech",2009,11600000
"41900","cleantech",2006,3e+07
"41901","cleantech",2008,2.2e+08
"41902","cleantech",2008,12400000
"41903","semiconductor",2008,4e+06
"41904","cleantech",2008,2.5e+07
"41905","cleantech",2007,5e+07
"41906","cleantech",2006,3.5e+07
"41907","cleantech",2006,NA
"41908","security",2006,9e+06
"41909","hardware",2009,1.3e+07
"41910","medical",2009,4e+07
"41911","biotech",2009,8600000
"41912","biotech",2007,3.2e+07
"41913","medical",2007,25500000
"41914","manufacturing",2010,34500000
"41915","cleantech",2010,3.5e+08
"41916","news",2010,4225500
"41917","hardware",2007,2.9e+07
"41918","cleantech",2008,5e+06
"41919","cleantech",2010,1.2e+07
"41920","software",2007,7e+06
"41921","medical",2010,3.6e+07
"41922","games_video",2006,2e+07
"41923","software",2007,4e+06
"41924","software",2006,20500000
"41925","biotech",2010,5e+06
"41926","advertising",2006,1.4e+07
"41927","mobile",2006,4e+07
"41928","semiconductor",2006,21800000
"41929","cleantech",2010,1.5e+08
"41930",NA,2006,1.5e+07
"41931","security",2006,1e+07
"41932","semiconductor",2006,1e+07
"41933","public_relations",2006,3e+06
"41934","cleantech",2010,19800000
"41935","mobile",2005,7e+07
"41936","software",2005,4e+07
"41937","hardware",2010,1.06e+08
"41938","public_relations",2005,7.5e+07
"41939","public_relations",2005,7e+06
"41940","hardware",2004,5.1e+07
"41941","hardware",2005,9.7e+07
"41942","hardware",2010,3.9e+07
"41943","semiconductor",2005,11500000
"41944","advertising",2010,2e+07
"41945",NA,2005,5e+06
"41946","hardware",2010,NA
"41947","enterprise",2011,5250000
"41948","cleantech",2011,2.2e+07
"41949","manufacturing",2011,2.1e+07
"41950","cleantech",2011,2.01e+08
"41951","cleantech",2011,2e+07
"41952","advertising",2011,2e+07
"41953","advertising",2011,6e+06
"41954","games_video",2011,4.5e+07
"41955","web",2011,1e+06
"41956","security",2009,5e+06
"41957","manufacturing",2011,1.5e+07
"41958","biotech",2009,1.7e+07
"41959","biotech",2012,9600000
"41960","cleantech",2012,5.5e+07
"41961","advertising",2012,21500000
"41962","cleantech",2012,8500000
"41963","analytics",2012,2.1e+07
"41964","advertising",2012,1.5e+07
"41965","mobile",2012,1250000
"41966","cleantech",2012,8e+07
"41967","cleantech",2012,18200000
"41968","software",2012,1.5e+07
"41969","advertising",2013,1.4e+07
"41970","analytics",2013,1.5e+07
"41971","cleantech",2013,4.5e+07
"41972","mobile",2006,51300000
"41973","advertising",2013,3e+06
"41974","enterprise",2013,1.5e+07
"41975","hardware",2003,1.7e+07
"41976",NA,2011,8500000
"41977","network_hosting",2008,29600000
"41978","games_video",2012,1950000
"41979","software",2009,1900000
"41980","fashion",2010,1e+06
"41981","advertising",2011,1150000
"41982","search",2011,1500000
"41983","web",2011,NA
"41984","hardware",2013,3700000
"41985","biotech",2010,6.9e+07
"41986","biotech",2011,2e+07
"41987","biotech",2012,6.5e+07
"41988","biotech",2012,67500000
"41989","mobile",2012,NA
"41990","mobile",2008,3e+05
"41991","enterprise",2010,5e+05
"41992","software",2006,3100000
"41993","biotech",2009,5e+07
"41994","biotech",2010,6e+06
"41995","biotech",2013,14100000
"41996","security",2008,2.3e+07
"41997","network_hosting",2009,9400000
"41998","network_hosting",2009,1.7e+07
"41999","software",2007,1.4e+07
"42000","cleantech",2010,129400000
"42001","enterprise",2011,1e+07
"42002","education",2012,NA
"42003","ecommerce",2013,3e+06
"42004","software",2007,250000
"42005","web",2013,2200000
"42006","hardware",2011,1500000
"42007","advertising",2012,960000
"42008","software",2011,380000
"42009","ecommerce",2012,NA
"42010","mobile",2012,290000
"42011","web",2012,5e+05
"42012","security",2012,750000
"42013","web",2012,NA
"42014","ecommerce",2013,2e+06
"42015","web",2013,6e+05
"42016","mobile",2013,550000
"42017","education",2013,1e+06
"42018","enterprise",2013,250000
"42019","fashion",2013,NA
"42020","web",2013,7e+05
"42021","sports",2012,525000
"42022","ecommerce",2013,1840000
"42023","web",2013,3e+05
"42024","manufacturing",2013,1100000
"42025","software",2006,4500000
"42026","public_relations",2005,2500000
"42027","software",2005,3600000
"42028","enterprise",2003,8300000
"42029","software",2007,22500000
"42030","network_hosting",2007,2.7e+07
"42031","software",2007,1.1e+07
"42032",NA,2007,4e+06
"42033",NA,2006,4800000
"42034","software",2006,7500000
"42035","web",2006,7e+06
"42036","semiconductor",2006,12350000
"42037","public_relations",2006,3e+06
"42038","network_hosting",2005,2.4e+07
"42039","mobile",2005,31800000
"42040","public_relations",2005,2.6e+07
"42041","software",2005,2.5e+07
"42042","software",2005,1.5e+07
"42043","public_relations",2005,1.3e+07
"42044","public_relations",2005,1e+07
"42045","mobile",2005,8500000
"42046","public_relations",2005,7e+06
"42047","enterprise",2005,42230000
"42048","other",2005,1e+07
"42049","cleantech",2005,1.3e+07
"42050","software",2005,1e+07
"42051","software",2003,4300000
"42052","software",2006,1e+07
"42053","enterprise",2007,7e+06
"42054","enterprise",2006,11300000
"42055","web",2008,1300000
"42056","public_relations",2008,1.2e+07
"42057","network_hosting",2009,1e+07
"42058","cleantech",2008,1.3e+07
"42059","other",2008,1300000
"42060","software",2008,6e+06
"42061","public_relations",2006,3300000
"42062","software",2006,7500000
"42063","travel",2013,7e+06
"42064","ecommerce",2012,1900000
"42065","biotech",2012,5e+07
"42066","software",2007,1800000
"42067","hardware",2007,2630000
"42068","semiconductor",2006,9e+06
"42069","public_relations",2006,6480000
"42070","web",2007,8e+06
"42071","hardware",2008,3e+07
"42072","hardware",2008,8750000
"42073","hardware",2006,4e+06
"42074","games_video",2006,5500000
"42075","games_video",2007,2e+06
"42076","games_video",2007,NA
"42077","web",2003,8e+05
"42078","web",2006,6300000
"42079","search",2004,7e+06
"42080","semiconductor",2007,12700000
"42081","cleantech",2006,8e+06
"42082","cleantech",2008,4.5e+07
"42083","cleantech",2007,15600000
"42084","search",2004,1.5e+07
"42085","search",2001,1.5e+07
"42086","search",2001,1e+07
"42087","software",2005,8370000
"42088","ecommerce",2006,5e+06
"42089","mobile",2007,1.1e+07
"42090","software",2006,7100000
"42091","games_video",2008,4050000
"42092","software",2008,8e+06
"42093","web",2005,5200000
"42094","web",2007,1e+07
"42095","web",2008,7500000
"42096","advertising",2006,8e+06
"42097","web",2008,2700000
"42098","software",2006,7e+06
"42099","software",2008,2e+07
"42100","ecommerce",2008,7e+06
"42101","web",2007,3500000
"42102","web",2008,5e+06
"42103","advertising",2008,9e+06
"42104","software",2007,27300000
"42105","web",2008,6e+06
"42106","advertising",2008,8e+06
"42107","ecommerce",2008,6e+06
"42108","advertising",2008,NA
"42109","software",2008,1e+07
"42110","ecommerce",2008,4400000
"42111","mobile",2008,5e+06
"42112","mobile",2007,NA
"42113","hardware",2007,7e+06
"42114","software",2006,1.6e+07
"42115","hardware",2006,2.3e+07
"42116","hardware",2007,1.6e+07
"42117","hardware",2007,1e+07
"42118","cleantech",2009,5.5e+07
"42119","software",2009,8e+06
"42120","semiconductor",2009,1.4e+07
"42121","network_hosting",2008,19600000
"42122","mobile",2008,3e+06
"42123","web",2009,7e+06
"42124","network_hosting",2008,1.7e+07
"42125","mobile",2007,1.2e+07
"42126","enterprise",2009,1e+07
"42127","ecommerce",2008,4500000
"42128","biotech",2009,5e+07
"42129","cleantech",2008,2.5e+07
"42130","biotech",2009,1e+07
"42131","network_hosting",2008,15800000
"42132","mobile",2008,15500000
"42133","software",2007,1.5e+07
"42134","enterprise",2008,1e+07
"42135","biotech",2006,8e+06
"42136","medical",2007,3e+07
"42137","biotech",2008,2.1e+07
"42138","hardware",2007,NA
"42139","hardware",2009,NA
"42140","biotech",2009,17200000
"42141","hardware",2009,1.6e+07
"42142","biotech",2009,5e+06
"42143","software",2009,1.2e+07
"42144","biotech",2009,3e+07
"42145","biotech",2009,21800000
"42146","biotech",2009,8600000
"42147","biotech",2007,3.2e+07
"42148","advertising",2009,5e+06
"42149","biotech",2009,3e+07
"42150","biotech",2007,1.2e+07
"42151","advertising",2009,6e+06
"42152","biotech",2009,2.5e+07
"42153","enterprise",2009,2050000
"42154","semiconductor",2008,2.5e+07
"42155","semiconductor",2010,1.5e+07
"42156","biotech",2009,1e+07
"42157","biotech",2008,8100000
"42158","public_relations",2008,4e+06
"42159","software",2009,7e+06
"42160","medical",2010,6.4e+07
"42161","enterprise",2008,7200000
"42162","software",2007,17100000
"42163","software",2007,1.2e+07
"42164","semiconductor",2007,1.2e+07
"42165","software",2007,4050000
"42166","software",2007,1.1e+07
"42167","hardware",2007,1e+07
"42168","semiconductor",2007,1e+07
"42169","security",2007,8020000
"42170","biotech",2007,15500000
"42171","biotech",2007,12100000
"42172","software",2007,6e+06
"42173","enterprise",2010,4099998
"42174","ecommerce",2006,1.5e+07
"42175","software",2006,11200000
"42176","enterprise",2006,3600000
"42177","biotech",2010,5.6e+07
"42178","software",2006,1.7e+07
"42179","network_hosting",2011,20700000
"42180","software",2006,1e+07
"42181","software",2006,1e+07
"42182","software",2006,1e+07
"42183","biotech",2006,3e+07
"42184","biotech",2006,2.7e+07
"42185","biotech",2006,2.6e+07
"42186","biotech",2006,1.1e+07
"42187",NA,2006,8520000
"42188","semiconductor",2006,3e+07
"42189","semiconductor",2006,2.5e+07
"42190","semiconductor",2006,2e+07
"42191","semiconductor",2006,12100000
"42192",NA,2006,10500000
"42193","network_hosting",2006,8500000
"42194","semiconductor",2010,7800000
"42195","mobile",2006,7e+06
"42196","hardware",2006,6e+06
"42197","advertising",2010,6290000
"42198","biotech",2010,4800000
"42199","biotech",2010,2.5e+07
"42200","public_relations",2006,2500000
"42201","medical",2010,6e+07
"42202","biotech",2005,31800000
"42203","semiconductor",2010,7800000
"42204","software",2005,1e+07
"42205","biotech",2005,3e+07
"42206","biotech",2005,2.5e+07
"42207","public_relations",2005,6e+06
"42208","biotech",2010,8400000
"42209","biotech",2010,16820000
"42210","software",2010,1e+07
"42211","ecommerce",2010,1.2e+07
"42212","web",2010,3e+06
"42213","network_hosting",2005,1.8e+07
"42214","web",2010,7400000
"42215","network_hosting",2005,16500000
"42216","biotech",2005,6400000
"42217","biotech",2010,5e+06
"42218","semiconductor",2010,2.1e+07
"42219","nanotech",2005,41500000
"42220","semiconductor",2005,1.2e+07
"42221","semiconductor",2005,1.1e+07
"42222","advertising",2010,5e+07
"42223","software",2010,1e+07
"42224","biotech",2010,3e+07
"42225","software",2005,1e+07
"42226","hardware",2005,8e+06
"42227","web",2005,6300000
"42228","software",2005,6100000
"42229","medical",2010,25300000
"42230","mobile",2010,3e+06
"42231","biotech",2010,2.4e+07
"42232","advertising",2010,1.7e+07
"42233","biotech",2011,1.5e+07
"42234","enterprise",2011,27200000
"42235","software",2011,8e+06
"42236","hardware",2011,1e+07
"42237","advertising",2011,1e+07
"42238","biotech",2011,1.5e+07
"42239","analytics",2011,5500000
"42240","enterprise",2011,2e+07
"42241","medical",2011,2.4e+07
"42242","ecommerce",2011,2.2e+07
"42243","enterprise",2011,1e+07
"42244","medical",2011,1.2e+07
"42245","software",2011,2.7e+07
"42246","finance",2011,1.5e+07
"42247","software",2011,1e+07
"42248","advertising",2011,1.3e+07
"42249","biotech",2011,1.5e+07
"42250","social",2012,3e+07
"42251","biotech",2012,52700000
"42252","medical",2012,4.5e+07
"42253","biotech",2012,4.3e+07
"42254","biotech",2012,3e+07
"42255","advertising",2012,1e+07
"42256","education",2012,8e+06
"42257","semiconductor",2012,7.9e+07
"42258","analytics",2012,7e+06
"42259","medical",2012,1e+08
"42260","security",2012,6250000
"42261","software",2012,1.4e+07
"42262","software",2012,13300000
"42263","web",2012,1e+06
"42264","ecommerce",2012,9800000
"42265","cleantech",2012,3.2e+07
"42266","analytics",2013,1.1e+07
"42267","security",2013,2e+07
"42268","advertising",2013,7.5e+07
"42269","hardware",2013,8e+07
"42270","health",2013,1e+07
"42271","finance",2013,2.5e+07
"42272","ecommerce",2012,1900000
"42273","analytics",2013,3e+07
"42274","medical",2013,5.5e+07
"42275","biotech",2012,5e+07
"42276","ecommerce",2009,NA
"42277","ecommerce",2010,4500000
"42278","ecommerce",2013,2.1e+07
"42279","advertising",2013,1.4e+07
"42280","hardware",2008,7500000
"42281","cleantech",2008,15909100
"42282","games_video",2009,6e+06
"42283","biotech",2008,1.5e+07
"42284","biotech",2010,22600000
"42285","hardware",2007,8100000
"42286","biotech",2006,24500000
"42287","biotech",2006,1e+07
"42288","cleantech",2006,16960050
"42289","travel",2012,1200000
"42290","cleantech",2013,43744400
"42291","manufacturing",2010,2e+07
"42292","manufacturing",2010,6e+06
"42293","enterprise",2010,1600000
"42294","games_video",2007,9e+06
"42295","games_video",2004,NA
"42296","games_video",2005,NA
"42297","advertising",2008,7e+06
"42298","analytics",2008,2600000
"42299","advertising",2006,2e+06
"42300","analytics",2006,1350000
"42301",NA,2005,390000
"42302","biotech",2010,3190000
"42303","advertising",2012,12200000
"42304","enterprise",2013,5e+05
"42305","biotech",2013,1.8e+07
"42306","real_estate",2013,6.5e+07
"42307","finance",2013,1e+06
"42308","analytics",2013,4e+06
"42309","manufacturing",2013,1.5e+07
"42310","games_video",2008,NA
"42311","web",2000,1100000
"42312","web",1999,2e+06
"42313","biotech",2009,1.5e+07
"42314","medical",2008,4500000
"42315","cleantech",2008,5e+05
"42316","biotech",2006,1600000
"42317","biotech",2011,4e+06
"42318","biotech",2011,2.2e+07
"42319","biotech",2011,1250000
"42320","biotech",2012,4100000
"42321","biotech",2012,22200000
"42322","biotech",2012,2.7e+07
"42323","medical",2012,1.4e+07
"42324","network_hosting",2013,9200000
"42325","biotech",2013,4.1e+07
"42326","social",2013,7e+05
"42327","web",2013,2e+06
"42328","web",2012,NA
"42329","biotech",2013,4600000
"42330","mobile",2013,NA
"42331","mobile",2003,3.5e+07
"42332","ecommerce",2009,5e+06
"42333","web",2004,3500000
"42334","ecommerce",2012,10100000
"42335","enterprise",2012,2e+07
"42336","mobile",2010,NA
"42337","ecommerce",2010,9e+05
"42338","advertising",2011,3800000
"42339","software",2010,1100000
"42340","mobile",2011,1200000
"42341","finance",2011,850000
"42342","mobile",2011,4e+06
"42343","web",2011,450000
"42344","search",2010,NA
"42345","mobile",2011,3400000
"42346","ecommerce",2011,14150000
"42347","enterprise",2011,8e+05
"42348","enterprise",2011,1300000
"42349","legal",2011,1e+06
"42350","mobile",2011,5500000
"42351","mobile",2012,1e+06
"42352","ecommerce",2011,5e+05
"42353","ecommerce",2011,4e+06
"42354","network_hosting",2012,2250000
"42355","software",2011,350000
"42356","software",2012,1400000
"42357","advertising",2012,NA
"42358","mobile",2012,1900000
"42359","advertising",2012,1e+06
"42360","mobile",2012,150000
"42361","semiconductor",2009,12700000
"42362","nonprofit",2010,NA
"42363","mobile",2009,NA
"42364","software",2009,450000
"42365","mobile",2012,NA
"42366","mobile",2013,NA
"42367","biotech",2007,2.6e+07
"42368","biotech",2007,5920000
"42369","hardware",2007,5e+06
"42370","biotech",2006,4.5e+07
"42371","hardware",2006,3e+06
"42372","biotech",2010,2e+07
"42373","biotech",2012,3.8e+07
"42374","games_video",2013,750000
"42375","semiconductor",2007,1.2e+07
"42376","hardware",2007,6e+06
"42377","enterprise",2006,2e+07
"42378","hardware",2007,1.6e+07
"42379","manufacturing",2008,3e+07
"42380","enterprise",2009,1e+07
"42381","semiconductor",2009,1.5e+07
"42382","semiconductor",2008,2.6e+07
"42383","hardware",2009,1e+07
"42384","hardware",2009,NA
"42385","semiconductor",2005,1.3e+07
"42386","semiconductor",2009,3.5e+07
"42387","hardware",2008,18800000
"42388","semiconductor",2007,2.5e+07
"42389","semiconductor",2007,2e+07
"42390","semiconductor",2007,1.9e+07
"42391",NA,2006,1.5e+07
"42392","enterprise",2010,12600000
"42393","public_relations",2005,1e+07
"42394","semiconductor",2005,27500000
"42395","semiconductor",2005,26500000
"42396","semiconductor",2005,2e+07
"42397","semiconductor",2005,1.7e+07
"42398","semiconductor",2011,2.1e+07
"42399","cleantech",2011,1.3e+08
"42400","hardware",2012,7e+06
"42401","games_video",2010,1e+06
"42402","enterprise",2007,7850000
"42403","software",2006,3500000
"42404","enterprise",2005,1.6e+07
"42405","biotech",2013,8e+06
"42406","ecommerce",2006,7e+05
"42407","manufacturing",2007,2500000
"42408","manufacturing",2009,1300000
"42409","manufacturing",2009,1300000
"42410",NA,2006,1200000
"42411","manufacturing",2005,2400000
"42412","software",2007,7e+06
"42413","software",2009,3e+06
"42414","analytics",2008,12500000
"42415","software",2006,5e+06
"42416","search",2006,6300000
"42417","search",2005,5500000
"42418","analytics",2010,17892602
"42419","software",2010,750000
"42420","mobile",2011,4e+06
"42421","mobile",2011,1.9e+07
"42422","hardware",2011,2.8e+07
"42423","enterprise",2012,8e+06
"42424","mobile",2010,NA
"42425","network_hosting",2012,9500000
"42426","enterprise",2012,1e+07
"42427","search",2012,1175000
"42428","advertising",2013,1500000
"42429","advertising",2013,1500000
"42430","mobile",2013,8e+05
"42431","advertising",2013,4e+06
"42432","mobile",2013,3e+06
"42433","social",2010,1475000
"42434","web",2011,650000
"42435","social",2012,1500000
"42436","software",2013,5100000
"42437","social",2013,3800000
"42438","finance",2009,NA
"42439","finance",2009,NA
"42440","software",2010,NA
"42441","finance",2011,4e+06
"42442","finance",2011,NA
"42443","enterprise",2012,NA
"42444","biotech",2008,7800000
"42445","network_hosting",2010,1.1e+08
"42446","biotech",2009,1e+07
"42447","health",2009,1.5e+07
"42448","biotech",2008,3e+07
"42449","biotech",2008,8e+06
"42450","biotech",2009,1.3e+07
"42451","biotech",2009,1.45e+08
"42452",NA,2008,2.1e+07
"42453","medical",2009,9400000
"42454","hardware",2008,22500000
"42455","medical",2008,3.5e+07
"42456","biotech",2009,1.5e+07
"42457","biotech",2008,49500000
"42458","medical",2008,1.4e+07
"42459","medical",2008,1.5e+07
"42460","biotech",2008,3.2e+07
"42461","medical",2006,2.6e+07
"42462","biotech",2008,9e+06
"42463","biotech",2007,1.7e+07
"42464","biotech",2006,5e+06
"42465","medical",2006,4.1e+07
"42466","biotech",2009,12300000
"42467","biotech",2009,3.3e+07
"42468","biotech",2009,8600000
"42469","biotech",2007,3.2e+07
"42470","medical",2009,6100000
"42471","biotech",2009,7500000
"42472","biotech",2008,1.9e+07
"42473","medical",2010,6.4e+07
"42474","biotech",2007,23600000
"42475","biotech",2006,3.5e+07
"42476","biotech",2006,3e+07
"42477","biotech",2006,2.6e+07
"42478","biotech",2006,1.1e+07
"42479","enterprise",2006,10750000
"42480","biotech",2010,3900000
"42481","medical",2010,15600000
"42482","biotech",2010,2.8e+07
"42483","biotech",2005,4.5e+07
"42484","biotech",2010,3.2e+07
"42485","biotech",2008,1.8e+07
"42486","biotech",2005,1e+06
"42487","biotech",2010,1.7e+07
"42488","medical",2011,3e+06
"42489","medical",2011,35500000
"42490","biotech",2011,15900000
"42491","medical",2011,1.2e+07
"42492","biotech",2011,37400000
"42493","medical",2011,8e+06
"42494","medical",2011,6.5e+07
"42495","biotech",2011,6e+06
"42496","medical",2012,2.6e+07
"42497","biotech",2012,1.7e+07
"42498","medical",2009,8e+06
"42499","medical",2012,2.5e+07
"42500","medical",2012,2.5e+07
"42501","medical",2012,1e+07
"42502","medical",2012,6e+06
"42503","medical",2012,10600000
